LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default
30000,2,2,1,37,0,0,1,0,-1,-1,1773,1914,1896,1616,1603,1621,740,406,603,703,1035,1115,0
20000,1,1,1,25,-1,-1,-1,-1,-1,-1,1947,1791,1712,1569,1455,1527,456,766,1290,732,345,185,0
300000,1,3,2,25,-1,-1,0,-1,-1,-1,57094,54302,69540,72282,59267,58170,10399,14972,19314,46176,26551,29995,0
80000,1,1,2,67,-1,-1,-1,-1,-1,-1,34237,35944,32610,38253,35240,31739,23283,26819,21291,16631,19540,14251,0
50000,2,2,1,62,0,0,-1,-1,0,-1,14885,14348,14729,14350,12424,11434,8297,8106,11258,9152,2683,2800,0
80000,2,2,2,69,-1,-1,0,-1,-1,1,19583,15575,15080,12584,10625,7833,13258,5845,1923,2630,2457,5929,0
150000,2,1,2,50,3,-1,2,5,0,-1,31660,27167,28735,26842,32617,29563,26948,18840,15617,12350,24933,14328,0
500000,2,3,1,68,0,0,-1,-1,-1,0,281615,266376,211225,218151,169427,148612,67064,95853,55665,171770,61787,43023,1
50000,2,3,1,50,3,2,0,6,1,1,34277,39974,42594,47886,55378,49708,7691,18096,30206,25747,22086,15687,1
300000,2,1,1,65,0,0,2,2,3,2,71080,65847,55458,59066,46859,44827,18551,31085,15445,27316,37811,6370,0
10000,2,1,2,69,1,3,2,1,2,2,1518,1581,1900,2111,1977,1925,886,1058,955,1140,744,515,0
100000,2,3,1,51,0,0,-1,-1,0,0,42420,54278,61845,66430,73026,68333,8512,12659,28410,46914,20655,29484,0
150000,2,3,1,39,-1,-1,-1,-1,-1,-1,17071,16426,18442,21957,22569,19795,11513,9426,7583,12634,11890,13924,0
20000,2,2,3,34,-1,-1,-1,-1,-1,-1,7173,7703,7602,9342,8678,6859,4507,3716,5956,6531,3583,3556,0
30000,2,1,2,41,-1,1,0,4,1,1,1767,2055,1693,1290,1119,994,974,247,790,767,220,591,0
80000,2,1,2,39,-1,-1,0,-1,0,-1,20762,20205,16462,13456,17555,21284,14389,15933,2303,9119,13690,11634,1
500000,1,1,2,37,1,-1,3,1,1,-1,207485,177045,163566,151450,131032,150879,56365,93609,125731,55240,50440,40121,1
100000,2,2,1,62,5,4,5,5,3,3,17957,22087,18619,21864,20227,19918,6752,9724,10667,2270,2081,8208,1
500000,2,2,2,59,-1,0,-1,-1,-1,0,46567,53294,44605,38046,48339,58070,31071,21735,33110,14770,13588,21036,0
200000,1,2,2,30,-1,-1,-1,-1,-1,-1,116699,115898,119401,122325,125775,151756,71125,102991,78606,24784,85525,69950,0
80000,2,3,2,48,-1,-1,1,1,0,1,15773,17155,15956,14321,14039,14430,9933,11292,1673,1880,8593,6228,0
200000,2,1,2,26,-1,-1,-1,-1,-1,-1,49098,45165,62268,53488,59287,60326,29841,24325,9328,19765,52979,50738,0
10000,2,2,2,46,4,1,1,5,1,3,1180,1076,1243,1165,1138,1164,581,704,580,392,761,143,1
20000,1,1,1,27,-1,-1,-1,0,0,-1,3347,3662,3032,2899,2154,2001,2906,549,950,2546,360,204,0
200000,1,2,1,41,0,1,-1,1,-1,0,41496,38014,32154,31280,26659,28832,22350,7315,15377,25861,4455,5648,0
200000,1,2,2,65,-1,3,0,0,1,1,86913,92274,84559,55958,48107,58205,64848,64791,66051,40310,12448,31815,0
50000,1,3,1,65,-1,-1,-1,-1,-1,-1,21630,22208,23198,18240,17895,20219,12052,2255,5869,4735,15423,13689,0
100000,2,1,1,43,3,0,2,2,0,-1,8268,8009,7710,8237,7099,6880,1077,5136,1541,1629,1997,4561,1
100000,2,3,2,61,3,3,3,2,3,2,4519,4578,5141,5783,5566,7325,2795,1838,846,1537,2096,967,0
300000,1,2,2,66,0,3,-1,3,1,1,15157,17403,18741,18389,14295,12756,7197,9921,4561,14747,2332,3843,1
100000,2,1,2,65,-1,-1,-1,-1,0,0,50282,52947,58185,47197,48280,38687,26943,28239,33909,29789,9283,10290,0
80000,2,3,1,50,2,0,5,1,2,3,45619,42553,45800,49418,55084,56400,25980,22626,8655,12275,21560,30481,0
50000,1,1,1,41,-1,-1,-1,-1,-1,-1,11482,10580,10829,7369,6587,6677,2145,4288,9437,2089,3912,5109,0
80000,2,2,2,42,-1,-1,-1,-1,-1,-1,20104,17578,15449,16765,15179,18515,9553,15017,7881,5235,2200,12803,1
150000,2,2,1,22,-1,-1,-1,-1,-1,-1,36974,33307,28464,31672,32588,32079,6609,23237,23593,26921,27076,7305,0
300000,2,2,2,34,2,3,-1,0,-1,1,108271,128641,105481,104933,104737,102840,92391,17939,64521,71829,81463,15233,0
80000,1,2,1,31,1,-1,1,2,0,1,50034,45034,44790,42280,39817,44428,38166,32188,8731,22948,7928,16215,0
50000,2,3,1,37,-1,-1,-1,-1,-1,-1,8524,8760,9142,9028,7294,9141,7442,1682,4918,3487,2846,3334,1
50000,1,2,1,60,5,1,1,2,2,3,11200,8396,7477,5944,6314,5334,4152,6133,4780,2517,2494,1786,1
150000,2,1,2,37,-1,-1,-1,-1,-1,-1,27539,24572,22408,24847,29006,32357,11038,6407,18984,10869,20250,15091,0
200000,2,3,1,57,1,3,1,3,3,2,60338,60717,65885,57682,48973,44853,30951,25647,14624,7425,27206,27492,0
20000,1,1,1,34,1,5,2,3,5,1,9729,11843,14205,16383,15042,13541,7090,7588,6534,6364,9852,9037,0
20000,2,2,2,36,2,0,1,0,0,1,5102,6011,6184,5499,6407,7086,1301,3455,3507,2405,3988,3253,1
100000,2,3,2,28,0,-1,-1,1,-1,1,36199,39460,34811,39357,38007,36926,23822,4889,4740,6758,10723,19017,0
30000,2,1,2,41,0,0,-1,-1,0,0,13333,14540,11550,14219,14381,12918,3484,7499,4668,11671,3542,11532,0
200000,2,1,2,28,2,3,0,-1,0,0,91805,93553,96187,106847,123856,120466,20594,26973,29469,26796,59134,40611,0
50000,2,3,1,54,0,-1,-1,0,-1,-1,5147,5399,5793,4314,4168,4461,3838,4486,2743,2223,1541,3627,0
30000,1,1,1,47,-1,1,1,0,0,1,6069,6553,6333,7728,8777,7695,1832,1531,2582,6310,6614,3758,0
300000,2,2,1,30,-1,2,1,1,0,0,52970,44084,39220,36820,37966,43555,12542,23284,7346,6302,4608,27108,0
30000,1,1,1,55,0,2,2,3,-1,1,2056,2396,2250,2154,2362,2425,562,398,1291,769,1353,1663,0
50000,1,2,1,63,3,3,2,3,3,2,6814,6185,7567,9143,7093,7730,2722,3168,5436,2360,3731,3632,1
30000,2,2,2,22,4,5,3,2,6,4,7260,7516,6217,5223,5409,7049,625,5005,3889,1987,3197,1934,1
20000,2,3,1,30,1,1,2,0,2,-1,1183,1206,1299,1627,1606,1486,941,606,768,823,968,516,0
10000,2,2,2,38,0,-1,-1,-1,-1,-1,2668,2497,2431,2867,2302,2078,1534,592,396,1653,491,1125,0
20000,1,2,1,32,2,-1,1,1,0,2,7033,7674,7142,6026,6483,8822,4033,3549,1531,2315,4267,1161,0
30000,2,1,2,35,5,4,4,3,1,5,11506,12540,13726,14892,14814,12111,7465,6415,1389,4313,10250,8688,1
20000,1,2,2,68,0,-1,3,-1,-1,-1,1600,1428,1053,904,513,472,564,860,475,622,209,104,1
100000,2,2,2,49,3,3,3,-1,3,0,27274,29547,33518,32269,34171,37211,17640,19832,9490,16574,14136,15744,1
150000,1,2,1,31,-1,-1,-1,-1,-1,-1,40779,48051,57102,70382,68621,63055,30104,28452,6437,59552,37564,11378,0
80000,2,2,1,54,0,0,2,3,2,0,12255,11480,11095,10367,8404,9270,1852,5687,7653,2638,6681,7785,0
50000,2,1,1,64,-1,2,0,1,1,1,5787,5423,5231,4585,3863,4397,3927,2680,1905,1582,1109,2831,0
80000,1,2,1,56,6,-1,6,6,6,4,27358,28429,32217,31203,27736,25988,8201,10794,8923,12412,5015,15879,1
300000,2,3,1,58,0,1,-1,0,1,1,83286,77989,87080,58371,43388,36927,42619,27146,51768,11320,7598,14086,0
300000,2,2,3,48,1,0,1,-1,0,1,131001,129963,110805,77542,82139,83558,52338,35681,42530,34150,29821,49919,0
10000,2,2,1,46,1,1,2,2,2,0,4300,3957,4911,5362,5355,5186,3395,2690,1452,3552,890,3825,0
30000,2,2,2,36,-1,-1,-1,-1,-1,-1,5766,5756,5966,6524,7734,7367,4303,924,2875,2714,3777,894,0
50000,2,1,3,22,-1,-1,-1,0,-1,-1,8888,7932,8170,7844,5971,6021,6293,3065,7070,1335,2071,2486,0
50000,1,2,2,67,0,1,1,-1,-1,1,15894,13620,11454,11542,13000,12028,11947,10481,1933,5809,9477,8447,0
100000,1,1,2,46,-1,2,-1,0,1,0,39451,32812,30802,25114,22720,25626,13443,22266,10854,8936,5212,12803,0
80000,1,1,1,35,0,-1,-1,1,0,-1,19556,17606,19242,17071,19925,19125,2019,5430,12436,7700,5493,16792,0
10000,1,1,2,35,3,3,0,1,2,1,5587,4354,4623,4069,4258,4923,2119,3356,2486,2874,3177,1059,0
50000,2,2,2,42,1,1,1,1,0,0,37624,44741,46779,57947,50279,48473,25610,13858,10835,34226,23115,25691,0
100000,1,3,2,43,1,1,3,2,3,2,34539,31397,38291,42371,33716,37198,23886,14865,27370,11716,9626,16186,1
20000,1,1,1,53,-1,-1,0,0,-1,-1,4420,5029,5541,6833,7651,8004,2408,3694,1321,4511,3737,3393,0
200000,1,2,1,53,1,1,-1,1,-1,0,97649,101318,86285,91708,112530,90694,34023,16293,42520,21380,38523,75576,0
20000,2,3,2,52,0,-1,0,-1,1,1,12760,12307,13746,15980,15777,15763,10051,6577,9181,4724,12669,2686,0
300000,2,3,1,36,-1,0,0,-1,0,-1,167142,161515,188476,164633,217344,249969,111965,96304,110395,89124,76032,67751,0
20000,2,2,1,46,1,7,3,2,3,3,6466,5987,6333,6733,7961,6761,2895,1570,4021,2114,4005,1605,0
200000,2,2,2,28,0,1,1,2,0,1,17508,15399,10879,9245,10843,10429,8182,7274,7940,4397,7359,4244,1
300000,1,1,1,33,1,-1,0,0,2,0,88730,79540,78615,93787,72149,76646,65544,53231,8855,45007,63143,58122,0
500000,2,2,1,31,-1,-1,-1,0,-1,-1,238872,193771,172007,161034,141440,128116,37196,60584,107568,132512,98393,102453,0
200000,1,2,2,67,1,3,-1,7,6,2,105135,137547,139364,167896,110819,118882,69848,13524,89369,40001,10484,37835,1
200000,2,2,1,37,4,5,4,2,2,2,22566,24614,30549,25851,27951,24318,2542,10254,8745,5695,16648,9561,0
150000,1,1,2,38,0,-1,-1,-1,-1,-1,39552,38640,43089,39292,37736,29560,14229,11729,9434,35132,18857,21139,0
200000,2,1,3,38,-1,-1,-1,-1,-1,1,67610,80642,82531,82881,86229,95696,21713,8462,8356,25673,40438,60028,1
30000,2,1,3,55,0,-1,-1,-1,-1,-1,16123,12441,11420,12512,11946,14364,14489,2576,6802,6599,7216,9876,0
100000,2,1,1,49,-1,-1,1,-1,0,1,16733,12860,10614,9412,9609,10613,14757,2402,9124,8363,1511,2351,0
100000,2,3,1,40,-1,-1,1,-1,-1,-1,34908,32072,46498,41773,30513,33344,26835,12493,41463,5376,8172,14206,0
300000,1,1,1,62,-1,-1,-1,-1,1,-1,129938,110380,106617,87646,81194,89203,62769,21610,63020,48796,49659,61529,0
80000,1,1,2,29,1,-1,1,3,0,5,32603,22665,18426,23295,22654,21426,11814,10949,2203,16269,12869,7126,0
80000,2,2,2,34,-1,-1,2,-1,-1,0,41835,41818,28341,30691,26490,31582,22578,15297,8001,5017,9209,27658,0
150000,2,1,1,30,0,0,-1,-1,1,-1,35426,32537,36573,27705,31450,34202,17576,4429,32483,24232,18983,8041,0
50000,1,2,1,38,-1,-1,0,-1,1,0,23894,27037,21893,23663,20916,17419,20938,17069,6215,7681,9120,10793,0
30000,1,1,1,34,2,0,3,-1,1,4,16113,16353,16088,17272,16071,15403,5572,5523,8840,4556,4151,12698,0
80000,1,3,1,54,0,0,0,0,2,0,6601,5822,5587,5199,5309,6684,2655,717,3235,1632,1799,3872,0
80000,2,4,1,26,0,-1,0,1,1,0,44267,54486,66457,51535,56245,53568,11519,35961,8012,32908,33501,17041,0
50000,2,2,1,24,-1,-1,-1,2,-1,-1,11722,9731,10475,9882,9176,7224,2379,2726,3971,2782,6698,4078,0
50000,2,1,2,52,-1,0,-1,0,0,-1,16693,17563,21491,18606,15981,17017,3119,15151,18151,15618,8308,14725,0
50000,1,2,2,30,1,1,0,1,0,-1,28851,32150,34695,37529,39112,39941,16990,25455,19283,20626,15247,17466,0
50000,2,2,1,64,-1,-1,-1,-1,-1,-1,27642,31423,27810,23230,22541,23051,11612,24709,11328,16477,3309,14630,0
50000,1,1,1,52,1,1,-1,3,0,1,6963,7237,8411,7541,7423,6278,2114,4594,6280,2783,4039,4673,0
150000,1,2,2,51,2,2,2,2,5,0,14184,10907,11382,9881,11685,12635,8415,5149,4258,3520,5595,3884,1
50000,2,1,2,43,0,-1,-1,-1,0,-1,8498,9653,6546,6604,6108,5082,2778,5255,3204,2769,3908,1072,0
500000,2,1,1,58,3,3,3,2,1,0,225945,285799,331691,366829,332635,360861,150501,48263,101407,160145,104535,200373,1
300000,2,2,1,52,4,0,3,3,2,3,133009,116784,107050,133217,132753,87582,66176,19249,60666,89556,35215,39568,1
80000,2,2,2,41,0,-1,-1,-1,-1,1,35953,47100,45276,62905,53435,57959,16361,15143,27784,17797,32776,22217,0
50000,1,2,1,66,-1,2,4,0,2,2,9772,8337,7220,6980,5634,6585,5650,6487,2769,2635,3127,3442,0
100000,1,2,2,34,1,1,0,3,-1,1,32377,29544,30726,29359,30267,25355,9526,23406,18124,4489,26404,22016,0
200000,1,1,2,53,0,1,0,-1,-1,-1,103840,112345,78223,86833,107302,127245,89606,76763,67789,52923,53032,54623,0
150000,1,1,2,30,-1,-1,-1,-1,1,0,49552,53692,46136,50835,66752,58860,4980,10393,13628,18247,40288,46135,0
200000,2,1,1,26,-1,-1,-1,-1,-1,0,102337,76988,51195,62206,52897,52972,90553,8451,44286,53882,7336,47290,0
100000,2,2,2,51,4,5,1,3,4,3,51639,34837,30665,28018,22131,28059,22311,19076,15331,12108,9488,3069,1
150000,2,1,2,22,-1,-1,3,-1,1,1,63865,66630,59764,69129,73537,68761,8838,40115,18472,45572,63069,18638,0
50000,2,2,0,21,0,1,1,5,0,2,9005,8468,8683,7024,6936,7839,7213,1481,2242,2956,724,5834,0
150000,1,2,2,46,2,1,0,1,1,0,85634,81059,85364,86236,86726,79360,68069,12655,40994,65733,67874,21213,0
30000,1,3,2,26,2,1,1,0,4,1,6757,7720,6355,5721,6645,7314,4112,5404,971,3816,1808,5854,1
150000,1,3,2,61,-1,0,-1,0,0,0,93564,101571,93240,89066,79873,98671,18486,76725,69072,53678,28145,38585,0
300000,2,2,1,59,-1,-1,0,1,0,-1,166362,181382,170822,140321,152475,161021,86298,77051,144413,60068,31879,69046,0
30000,2,3,1,38,0,1,0,1,-1,0,15225,11928,11319,13652,13057,14417,8719,2463,5720,7889,5368,9207,0
100000,2,3,1,60,4,2,1,1,0,3,11965,9629,7784,7004,8418,9770,1415,6495,4740,3210,1757,2994,1
20000,2,1,1,67,-1,0,0,-1,-1,-1,6819,7453,6662,6360,5235,5543,4751,965,3168,2723,2150,1302,0
150000,2,2,2,54,1,-1,-1,-1,-1,-1,58459,49408,57023,53282,40380,38738,6380,16746,27930,46413,15494,32727,0
20000,2,1,1,32,-1,-1,-1,-1,1,0,7160,6519,7361,8522,8491,10753,2906,5242,2334,5235,6646,5310,0
500000,2,3,1,33,-1,-1,-1,0,-1,2,166314,160536,136042,117997,122060,85276,133610,87044,111030,59509,20618,69165,0
30000,2,2,2,63,1,1,1,2,0,2,8158,8440,9612,8726,8594,7911,2157,3157,5164,3535,7045,5494,0
500000,2,1,2,42,5,5,3,7,4,4,192576,191487,177953,171394,185576,155870,17724,66693,56013,89241,79461,37021,1
200000,1,2,1,32,-1,0,-1,-1,0,-1,26768,21993,22368,21499,18219,16968,20073,3146,4241,6929,1988,12088,0
100000,1,3,2,27,-1,-1,1,-1,-1,0,20044,12924,13534,15759,19270,26379,15472,3493,7312,1813,15200,22095,0
200000,2,2,2,52,3,2,4,2,3,3,31979,33385,31341,26792,24038,26836,2748,7914,4009,2530,14509,5222,0
200000,1,2,1,50,-1,-1,-1,-1,-1,-1,98467,94272,74128,77776,84769,96691,28284,44634,13604,23050,69146,82990,0
500000,2,1,2,45,2,3,1,0,3,1,30003,29325,28013,22646,26521,26649,8018,6715,3713,2586,6295,8588,0
50000,2,2,2,47,-1,-1,-1,-1,-1,-1,19969,16189,16635,11177,11727,10644,6442,5582,13698,4021,3373,2211,0
100000,1,2,1,46,-1,0,-1,-1,-1,-1,45544,51131,55819,42131,35223,44376,30510,32341,6018,19224,21100,31747,0
20000,1,2,3,63,1,0,0,2,-1,1,3260,3732,3100,3638,3304,3783,599,1272,1933,3049,1947,618,0
100000,1,2,2,29,4,2,1,2,4,1,6684,7013,8093,8682,9061,7944,2116,3643,3303,3502,2392,3029,1
30000,2,1,2,58,-1,-1,-1,1,-1,-1,17279,16517,15499,16407,20912,17721,12769,9614,5398,9917,8866,4964,0
100000,2,2,2,43,0,3,3,2,2,0,41321,40102,48095,48582,52182,50588,23772,11243,37190,15329,15626,37746,1
100000,1,1,1,34,0,0,0,-1,2,-1,39393,32783,30770,29836,26947,24133,34701,13704,24877,13760,18655,9951,0
80000,2,4,2,46,0,0,-1,0,0,-1,5796,6246,6080,6355,5623,4952,4384,5319,4605,3877,5025,1106,0
100000,2,2,2,24,0,-1,-1,0,-1,-1,35290,38396,31950,31849,32971,35443,5146,6412,17762,22046,10019,17119,0
200000,1,1,2,41,0,-1,-1,2,0,1,82416,85272,78357,78887,76729,72033,39508,61814,63532,42475,51702,20433,0
200000,1,1,2,44,-1,-1,-1,-1,-1,-1,112578,117958,128292,117734,93700,74143,23775,81755,58458,31826,16335,12203,0
80000,1,4,2,34,1,-1,-1,0,0,1,33021,32988,28987,26665,27628,25128,16210,7579,7449,19543,10862,5624,0
100000,2,4,2,55,4,3,4,3,1,2,40555,50819,55093,64949,84106,68119,14393,12609,24552,40521,60171,39359,1
500000,1,2,1,52,1,0,4,1,4,1,157917,136356,133438,179175,183276,168932,42977,52296,71535,81018,33321,65467,0
20000,1,2,1,39,0,2,-1,1,-1,1,6320,6728,6204,6369,8776,7881,1854,1206,4939,1994,5882,4833,0
20000,2,2,1,58,1,0,0,0,0,0,7275,6775,7574,7800,7476,8277,5639,697,4684,4954,2824,1490,0
20000,2,2,3,69,-1,-1,0,-1,-1,-1,5768,4778,4429,3515,3668,3765,5072,3206,1352,662,763,1188,0
150000,2,1,2,40,0,0,0,-1,2,0,44957,48047,57084,62968,59536,40978,18018,23349,25274,42226,18724,11026,0
80000,2,1,1,50,1,-1,0,1,0,3,24509,27949,30733,26543,31159,31309,7764,9959,6696,2970,21715,22181,0
200000,2,2,1,40,-1,-1,-1,-1,-1,-1,77832,89356,75424,73830,57892,50947,67014,49016,32807,34845,44245,37743,0
150000,2,2,1,67,1,-1,1,0,0,2,85559,75688,89128,79286,68086,62614,22144,38012,33296,49822,50301,7054,0
50000,2,2,2,22,0,2,1,-1,-1,1,15638,12633,13403,13997,14691,16133,12419,9051,1804,10004,5725,2691,0
300000,2,1,1,64,0,-1,-1,-1,-1,-1,171927,184646,193146,156965,162457,159688,85485,98318,114683,50214,78208,84513,0
200000,2,2,2,68,0,-1,1,-1,0,-1,126219,129023,100245,125034,122033,135418,52923,78285,26628,104950,51732,81309,0
50000,1,2,2,46,0,-1,-1,1,1,4,20073,20019,12082,11477,9044,8667,13808,4288,2656,5122,2193,3479,0
50000,2,3,2,28,2,3,0,0,2,1,25556,23648,29811,35531,37344,43427,11299,16411,13202,14667,21205,9835,0
50000,2,2,1,65,-1,-1,0,-1,0,-1,8792,8597,10043,9683,9416,7169,6290,3804,5310,8280,6610,3619,0
30000,1,1,1,24,4,0,0,3,1,0,4479,3814,3562,3306,3644,3841,2238,2890,2167,2154,545,2909,1
30000,1,1,1,45,2,4,0,4,2,5,5854,5973,5973,6446,7903,6899,4057,3730,802,600,2383,4547,0
500000,2,2,1,49,0,0,2,1,0,1,139939,138606,149063,139460,157344,162931,26301,77909,33424,106991,117574,72282,0
80000,2,1,1,60,-1,-1,-1,-1,-1,-1,38178,48494,50272,50973,40169,40468,26164,14922,26137,31001,15641,27639,0
80000,1,3,2,57,2,-1,0,1,-1,1,8137,6431,6450,7526,6496,5128,4033,3935,3406,2352,1391,848,0
150000,2,2,1,47,0,-1,-1,-1,-1,-1,36605,37457,44977,43747,50303,51501,17125,21385,4811,14398,19263,22603,0
100000,1,2,2,38,4,4,4,0,1,4,67793,72654,83903,78181,88273,81404,8303,19216,56733,44964,25983,41661,1
500000,2,2,2,61,3,5,5,7,5,4,96527,113100,116844,148733,167920,165385,12759,65855,23630,17532,23880,99107,0
200000,2,1,2,64,-1,0,0,2,-1,1,66595,73408,59367,59929,52575,64275,15029,43658,14536,40078,35182,44845,1
80000,2,2,2,55,-1,0,-1,1,-1,-1,32721,34541,33511,32109,33628,33775,10046,30641,4635,16501,8105,22280,0
50000,2,2,2,69,-1,1,3,0,2,5,31327,38814,40135,40461,36670,25437,5974,14762,17715,12927,7196,15270,1
1000000,2,2,2,38,-1,-1,-1,-1,0,-1,518931,464560,416029,484348,466533,428379,454881,225961,240837,402936,360288,339487,0
150000,2,2,1,58,3,1,4,4,3,4,19366,15154,13669,9247,11746,11556,11453,5021,1056,5903,7309,6188,1
500000,2,1,2,36,-1,-1,-1,-1,-1,-1,119744,106156,120765,122008,138964,164958,27812,44034,70615,101234,16853,59415,0
20000,2,2,2,56,1,1,4,-1,-1,-1,7241,6104,7089,7163,8384,7873,1275,1685,3175,894,2235,4387,0
300000,1,2,1,58,2,4,1,1,0,1,123340,181613,183500,155046,188778,149319,13097,77446,59941,112732,48907,41605,0
150000,1,4,2,65,2,2,1,0,-1,2,41776,30894,31707,42926,49197,41668,32209,19477,11015,26304,19266,36009,0
20000,2,2,1,68,-1,-1,-1,-1,-1,-1,11052,11793,14229,17170,14592,17363,4069,1835,3965,14451,11507,10838,0
100000,1,1,3,53,-1,0,3,1,0,-1,18003,22318,21491,21025,22289,22393,7294,12489,5812,6386,14945,12415,0
150000,2,2,1,40,-1,2,-1,-1,-1,-1,29755,22546,26443,18878,18597,20855,14347,8585,22942,9114,9662,6789,0
10000,1,2,1,22,-1,-1,0,1,0,1,3342,2729,2896,2944,2400,2432,1524,318,663,2294,2081,719,0
80000,1,1,1,62,-1,-1,-1,0,-1,-1,57773,53983,54726,42515,39185,50105,21148,47051,23973,7863,13153,41336,0
200000,1,2,2,68,-1,2,-1,1,1,1,81017,64854,50712,46998,42544,39143,64759,6759,40499,28177,35981,15477,1
50000,1,2,1,49,-1,0,2,1,4,1,16069,16975,15994,17231,17621,18234,2072,10640,6186,10243,8685,5259,1
80000,1,2,1,53,2,2,2,0,2,3,10408,10340,7169,8303,10721,9052,4618,4451,831,1289,1173,1781,0
80000,2,1,1,64,1,1,1,3,4,2,8939,7545,7400,6841,7745,9948,2639,4915,1361,1493,3413,4635,1
50000,1,1,1,49,3,6,0,6,3,4,19096,23753,26209,29454,25161,26628,4552,11324,9922,6354,2775,15937,1
300000,2,2,1,67,1,1,2,3,0,1,63577,65572,78292,71969,81968,96780,16590,34416,49348,12047,22813,14577,0
200000,2,1,2,23,-1,0,-1,1,0,0,66300,68397,68517,52234,60353,61530,52974,32556,38955,31352,18814,15839,0
20000,2,4,2,60,3,1,0,1,1,1,1633,1611,1609,1412,1089,1153,176,800,429,841,646,745,1
1000000,2,2,2,28,0,1,3,1,0,4,129639,126986,131523,126762,155709,194668,33741,80824,98325,43694,22682,89918,0
300000,1,1,1,27,-1,-1,-1,-1,1,-1,20863,17167,21882,21086,23959,26377,16090,12910,6971,5622,3146,19637,0
50000,1,2,2,56,-1,-1,-1,-1,-1,-1,6628,4513,5198,6133,7786,7371,4144,2051,2772,1858,4078,4367,0
200000,2,3,2,45,1,1,1,0,1,1,48806,54569,54007,60420,53164,57606,25292,41998,12918,35085,25264,12552,0
20000,2,2,2,26,1,6,5,2,7,6,6072,4669,4677,4109,5443,5276,2315,1742,608,760,792,691,1
1000000,1,2,2,66,0,3,2,5,3,0,194600,216246,192209,171795,199942,226666,137301,106928,110870,118295,109061,85244,0
150000,2,2,2,42,2,0,0,0,-1,1,78627,68765,69671,62400,66893,64379,26593,13250,40147,14999,34373,9431,0
150000,1,1,2,49,1,1,1,2,2,1,94863,98859,63899,64896,62032,60929,36352,25177,24508,37249,45965,39738,0
20000,1,2,2,39,-1,-1,-1,-1,-1,-1,6681,5534,4947,4055,3773,4025,3342,2202,3984,2554,1376,2912,0
300000,1,1,1,25,0,-1,1,0,-1,-1,69305,62468,62271,63683,72314,50328,34263,43984,25379,18396,20200,11046,0
10000,2,2,1,46,0,-1,-1,-1,-1,0,4743,5376,4003,4842,5535,5468,4007,1252,1412,1232,4410,4650,0
50000,1,1,1,51,-1,0,-1,0,1,2,15983,16446,12976,12875,9229,7833,6169,11756,10743,10556,2452,6164,0
30000,2,2,2,21,-1,0,-1,-1,-1,-1,1896,1968,1869,1835,2057,1735,1598,932,252,432,364,472,0
200000,1,3,1,66,3,2,0,2,2,1,77810,83835,95757,110481,101188,89318,59005,21715,73496,83408,59882,46318,0
30000,1,2,2,64,-1,-1,0,-1,-1,-1,8748,7023,6100,6939,6036,4412,1520,2943,4508,4154,1474,2900,0
300000,1,1,2,44,1,4,1,0,0,0,44962,40398,40835,34846,26696,28571,16946,16305,22613,6755,17696,20579,0
150000,2,2,2,28,-1,0,-1,0,0,-1,31910,32727,33094,42828,42723,38500,14720,5380,17989,25296,32633,17003,0
10000,2,1,2,62,0,2,1,0,0,2,5526,4762,3314,3287,2769,2609,2802,527,2794,459,303,2083,1
10000,2,2,2,50,0,-1,-1,-1,-1,-1,4421,4517,3816,2800,2619,2614,3321,3409,1625,322,1704,290,0
20000,1,2,3,21,2,2,3,1,5,2,4620,3809,4044,3281,3463,3524,2843,2709,2325,836,1405,2308,0
100000,1,1,2,21,-1,1,2,-1,-1,0,21883,17899,14894,17726,14718,14253,7885,12746,10390,14029,7382,8790,0
200000,1,2,2,51,1,0,1,1,2,1,102568,99800,85909,82219,86865,99866,75743,28436,14647,52844,32647,39122,1
50000,2,2,2,64,-1,0,2,0,2,1,22509,25486,20750,19067,13582,13173,8195,9452,10917,3869,5246,6343,0
200000,2,3,2,69,0,2,6,0,2,2,100452,120472,135290,135630,141333,155592,51034,58686,98188,57334,12152,68909,0
20000,2,1,0,66,2,-1,0,-1,0,-1,9934,7054,5227,5501,5141,5379,2643,3624,4346,1032,4148,2159,1
200000,1,2,2,27,4,3,2,1,1,2,120156,117404,129440,130387,143938,160767,51832,50906,23261,23060,74501,22160,1
300000,2,3,1,28,0,-1,-1,-1,0,-1,46536,44214,56658,51911,58168,49257,10220,31266,38727,41672,20325,39098,0
200000,2,1,1,46,-1,2,0,-1,0,-1,37519,40636,46036,50964,54448,54650,31940,34710,29217,21745,47241,35993,0
150000,2,2,1,62,-1,0,0,2,0,0,89067,80947,69164,61840,70698,58749,41685,69389,13360,49631,38822,25193,0
200000,2,2,1,25,0,2,0,3,0,0,88112,102433,129956,136735,146892,105105,42013,62754,19238,77252,57448,10044,0
10000,1,1,2,28,3,2,2,3,2,5,3885,3767,4182,3211,2930,3590,419,2241,1938,940,2010,456,0
